n0_AG,n55_AG,n145_AG,n76_AG,n26_AG,n159_AG,n88_AA,n20_AG,n124_AC,n7_AG,n184_AG,n141_AG,n2_AG,n134_AG,n127_AG,n25_AG,n143_AG,n79_AG,n108_AG,n61_AG,n155_AA,n13_AG,n32_AG,n67_AG,n197_AG,n70_AG,n57_AG,n146_AG,n166_AG,n60_AG,n194_AG,n39_AG,n156_AG,n154_AG,n49_AG,n56_AG,n100_AG,n162_AG,n149_AG,n9_AG,n136_AG,n106_AG,n22_AG,n123_AG,n10_AG,n72_AG,n33_AG,n19_AG,n137_AG,n173_AG,n64_AG,n180_AG,n153_AG,n40_AG,n119_AG,n117_AG,n105_AG,n3_AG,n92_AG,n121_AG,n128_AG,n81_AG,n198_AG,n98_AG,n1_AG,n27_AG,n111_AG,n48_AG,n118_AG,n187_AG,n122_AG,n65_AG,n179_AG,n94_AG,n96_AG,n63_AG,n148_AG,n114_AG,n50_AG,n45_AG,n18_AC,n182_AG,n195_AG,n140_AG,n82_AG,n142_AG,n168_AG,n152_AG,n176_AG,n160_AG,n85_AG,n101_AG,n53_AG,n193_AG,n116_AG,n181_AG,n91_AG,n107_AG,n11_AG,n51_AG,n130_AG,n89_AG,n84_AG,n80_AG,n175_AG,n129_AG,n6_AG,n196_AG,n99_AG,n21_AG,n74_AG,n28_AG,n113_AG,n34_AG,n17_AG,n36_AG,n93_AG,n104_AG,n62_AG,n47_AG,n158_AG,n147_AG,n185_AG,n71_AG,n35_AG,n43_AG,n186_AG,n157_AG,n4_AG,n138_AG,n164_AG,n59_AG,n199_AG,n75_AG,n167_AG,n83_AG,n12_AG,n66_AG,n183_AG,n151_AG,n41_AG,n133_AG,n165_AG,n132_AG,n5_AG,n177_AG,n23_AG,n161_AG,n144_AG,n69_AG,n90_AG,n189_AG,n54_AG,n15_AG,n169_AG,n14_AG,n103_AG,n24_AG,n58_AG,n52_AG,n78_AG,n131_AG,n171_AG,n150_AG,n109_AG,n31_AG,n16_AG,n77_AG,n163_AG,n97_AG,n170_AG,n188_AG,n37_AG,n38_AG,n135_AG,n192_AG,n125_AG,n46_AG,n29_AG,n200_AG,n112_AG,n115_AG,n172_AG,n87_AG,n86_AG,n190_AG,n42_AG,n44_AG,n110_AG,n174_AG,n73_AG,n139_AG,n126_AG,n120_AG,n8_AG,n102_AG,n30_AG,n95_AG,n191_AG,n178_AG,n68_AG
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12446,0.33281,0.11975,0.21359,0.13281,0.17827,0.18714,0.10552,0.18489,0.22587,0.20388,0.14477,0.13595,0.16485,0.12392,0.09718,0.08955,0.1578,0.14359,0.13152,0.19433,0.13215,0.16168,0.13602,0.12819,0.16479,0.18172,0.16084,0.25564,0.15465,0.1248,0.12507,0,0.15318,0.07793,0.07035,0.17374,0.12999,0.18808,0.15483,0.21438,0.19929,0.19544,0.16924,0.29534,0.10497,0.11309,0.15776,0.11773,0.10042,0.11626,0.18592,0.1779,0.26423,0.1667,0.12201,0.11328,0.11666,0.10894,0.19268,0.10838,0.10838,0.10133,0.1907,0.18627,0.17244,0.1459,0.14449,0.11234,0.14021,0.10815,0.2223,0.27573,0.19816,0.13245,0.24671,0.26042,0.10879,0.23279,0.14474,0.11674,0.12746,0.14091,0.11618,0.11618,0.14916,0.12503,0.12746,0.12793,0.12012,0.14032,0.17062,0.12124,0.33554,0.1681,0.16858,0.17167,0.12158,0.16579,0.11587,0.11261,0.11341,0.16213,0.16193,0.13296,0.13608,0.14037,0.13608,0.10927,0.09352,0.09744,0.11329,0.11727,0.14575,0.10488,0.16858,0.14517,0.1353,0.13923,0.12737,0.19432,0.16446,0.19482,0.19871,0.14797,0.11548
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.16993,0.3501,0.16114,0.2683,0.18656,0.224,0.24446,0.14091,0.21998,0.28082,0.2556,0.19174,0.18199,0.21322,0.16549,0.14026,0.13636,0.20875,0.1812,0.18606,0.2247,0.17326,0.19642,0.18156,0.18229,0.21218,0.2179,0.21298,0.28972,0.2017,0.17061,0.16651,0.15318,0,0.0928,0.1043,0.18299,0.15679,0.20912,0.17442,0.2565,0.23104,0.21763,0.19946,0.299,0.13637,0.14871,0.18673,0.15901,0.13954,0.16503,0.21681,0.21393,0.30396,0.20937,0.16212,0.14942,0.15741,0.15279,0.23258,0.14482,0.14482,0.14419,0.23658,0.22726,0.20537,0.16433,0.18618,0.18192,0.18089,0.16445,0.27437,0.32812,0.24167,0.17774,0.30564,0.27218,0.16645,0.28669,0.20479,0.16551,0.17251,0.17407,0.16115,0.16115,0.19693,0.16574,0.17681,0.17299,0.16019,0.18228,0.1957,0.16601,0.36995,0.23027,0.2203,0.21846,0.17883,0.23293,0.16379,0.17334,0.16111,0.20824,0.20793,0.17781,0.19064,0.19995,0.19064,0.17085,0.15749,0.16205,0.16685,0.14931,0.21481,0.15296,0.23068,0.17713,0.20416,0.19006,0.18605,0.23993,0.21315,0.24508,0.25424,0.21592,0.18132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08907,0.30101,0.09263,0.17341,0.11196,0.14869,0.16567,0.07464,0.16249,0.21667,0.19473,0.12467,0.11609,0.14861,0.10441,0.07421,0.06299,0.1402,0.11527,0.11535,0.15949,0.11198,0.14066,0.11172,0.10419,0.13948,0.16453,0.14889,0.24102,0.12928,0.08542,0.08176,0.07793,0.0928,0,0.02372,0.13447,0.10486,0.14843,0.12082,0.18784,0.17248,0.16876,0.14362,0.26343,0.08151,0.09287,0.12828,0.09777,0.07741,0.10436,0.15185,0.15635,0.23887,0.12817,0.09396,0.08176,0.0891,0.08949,0.16569,0.08119,0.08119,0.06664,0.16851,0.1689,0.13735,0.11613,0.11975,0.10399,0.11918,0.08857,0.20259,0.23818,0.17428,0.10819,0.21763,0.24151,0.08945,0.22268,0.12823,0.09692,0.10376,0.11225,0.08883,0.08883,0.12879,0.1049,0.10762,0.09226,0.10439,0.1159,0.1491,0.09735,0.32909,0.15002,0.15051,0.14504,0.11282,0.17749,0.09223,0.10423,0.09306,0.14413,0.1439,0.10816,0.10789,0.11989,0.11178,0.09779,0.08181,0.08581,0.09324,0.07829,0.1369,0.0818,0.15603,0.11988,0.11581,0.11965,0.11137,0.17281,0.14398,0.1688,0.18087,0.14307,0.09975
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08874,0.30533,0.08856,0.1862,0.10401,0.14364,0.16067,0.07057,0.16176,0.2113,0.18988,0.12006,0.11179,0.1441,0.10014,0.06631,0.05907,0.12778,0.11119,0.11113,0.14685,0.10369,0.13179,0.10747,0.10008,0.13506,0.16407,0.14797,0.24013,0.13276,0.08503,0.08137,0.07035,0.1043,0.02372,0,0.12873,0.10069,0.15208,0.11637,0.19139,0.16784,0.16392,0.13909,0.26787,0.07752,0.09633,0.13178,0.09337,0.07343,0.09616,0.15141,0.14374,0.23417,0.13209,0.08943,0.07753,0.08486,0.08514,0.16506,0.07719,0.07719,0.06264,0.1638,0.16416,0.13272,0.11225,0.11953,0.10398,0.11929,0.08845,0.19868,0.25038,0.17446,0.10393,0.22157,0.23487,0.0854,0.2132,0.13183,0.09266,0.10353,0.11183,0.08856,0.08856,0.12829,0.09666,0.10353,0.10003,0.10033,0.11167,0.14489,0.09319,0.32147,0.14527,0.14581,0.15265,0.10862,0.16876,0.09209,0.10004,0.08888,0.13949,0.13935,0.11179,0.11537,0.11938,0.11537,0.09742,0.08164,0.08558,0.09307,0.08165,0.1405,0.08519,0.15541,0.11979,0.11937,0.12323,0.10732,0.16332,0.13482,0.17253,0.18484,0.1433,0.10343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12929,0.31573,0.12871,0.21845,0.16106,0.20411,0.19771,0.10856,0.20749,0.22329,0.20511,0.16623,0.14857,0.17809,0.1451,0.12391,0.109,0.17935,0.13993,0.13611,0.19842,0.14047,0.16625,0.14809,0.13725,0.16916,0.2218,0.19756,0.26557,0.1894,0.19804,0.19372,0.17374,0.18299,0.13447,0.12873,0,0.03426,0.16869,0.14414,0.23995,0.20316,0.19904,0.18213,0.34151,0.12481,0.14497,0.1651,0.13426,0.12388,0.14892,0.21249,0.19924,0.32146,0.19142,0.15817,0.12522,0.12866,0.1415,0.18729,0.12392,0.12392,0.12489,0.208,0.20869,0.15411,0.17351,0.16063,0.14795,0.16804,0.13958,0.23956,0.3003,0.21974,0.14976,0.27988,0.27137,0.13364,0.2595,0.15681,0.14097,0.14827,0.15407,0.13302,0.13302,0.1455,0.14954,0.14441,0.13605,0.14951,0.1609,0.1754,0.12428,0.3278,0.18132,0.18242,0.1691,0.1331,0.20754,0.14437,0.15347,0.13259,0.16894,0.16877,0.14014,0.14431,0.15701,0.14833,0.14158,0.1287,0.1331,0.13216,0.13216,0.19151,0.12405,0.19457,0.18696,0.17537,0.17377,0.15591,0.21186,0.18108,0.22809,0.23018,0.19068,0.15236
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.09286,0.28557,0.10377,0.19935,0.11941,0.17318,0.15703,0.07003,0.17417,0.19938,0.17787,0.13185,0.1153,0.14336,0.11173,0.08475,0.07025,0.13619,0.10736,0.09607,0.15509,0.10008,0.13622,0.1076,0.09667,0.1357,0.17658,0.16098,0.22711,0.1454,0.15344,0.14942,0.12999,0.15679,0.10486,0.10069,0.03426,0,0.13937,0.10382,0.20052,0.17647,0.17244,0.14731,0.29236,0.08513,0.10413,0.12718,0.09357,0.08468,0.10794,0.17666,0.16372,0.26848,0.15304,0.11691,0.09653,0.10006,0.10446,0.14384,0.08469,0.08469,0.09652,0.17649,0.1768,0.12873,0.1358,0.12703,0.10747,0.12686,0.09967,0.2019,0.26608,0.1741,0.10833,0.2376,0.24283,0.10152,0.25392,0.12344,0.1004,0.11136,0.11979,0.10003,0.10003,0.12839,0.10836,0.11136,0.09978,0.10824,0.11937,0.14019,0.08487,0.30259,0.1498,0.15048,0.14362,0.10064,0.16537,0.10756,0.11202,0.09258,0.12731,0.12713,0.10403,0.11157,0.11964,0.11157,0.1007,0.08889,0.09287,0.09245,0.09688,0.15675,0.08875,0.15949,0.14367,0.13613,0.14007,0.12324,0.17652,0.14726,0.19642,0.18472,0.14733,0.11141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.13137,0.32896,0.13069,0.23973,0.15135,0.19398,0.20728,0.11959,0.23621,0.26701,0.21621,0.16884,0.15132,0.18469,0.14764,0.12733,0.11171,0.19006,0.15906,0.15932,0.19302,0.1556,0.19475,0.16413,0.14761,0.17212,0.19787,0.16489,0.24269,0.17395,0.1867,0.18719,0.18808,0.20912,0.14843,0.15208,0.16869,0.13937,0,0.08106,0.21283,0.20152,0.20213,0.18035,0.34694,0.12376,0.12801,0.16846,0.13268,0.11505,0.13135,0.19339,0.21197,0.30683,0.19024,0.1582,0.14426,0.14865,0.14843,0.2081,0.12309,0.12309,0.13995,0.20241,0.19814,0.17314,0.1641,0.15542,0.14336,0.16759,0.13886,0.25781,0.30227,0.21709,0.14737,0.26928,0.27378,0.14003,0.27538,0.16411,0.13136,0.15941,0.16453,0.14755,0.14755,0.16885,0.15245,0.15526,0.14315,0.1516,0.14698,0.19438,0.13133,0.36727,0.19171,0.18738,0.16802,0.14373,0.22943,0.15095,0.15153,0.13547,0.16819,0.17231,0.14791,0.13939,0.14781,0.13939,0.14457,0.13187,0.13618,0.13979,0.14847,0.18138,0.13999,0.19013,0.16881,0.17693,0.17693,0.16794,0.21601,0.19016,0.22096,0.21087,0.19349,0.15104
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.10797,0.31136,0.1076,0.22335,0.12332,0.16937,0.17348,0.08953,0.18667,0.23107,0.18294,0.1411,0.11984,0.13938,0.12071,0.09244,0.07782,0.15231,0.1269,0.12295,0.15478,0.11953,0.15681,0.12732,0.11192,0.15196,0.18647,0.16167,0.22527,0.14542,0.16196,0.16247,0.15483,0.17442,0.12082,0.11637,0.14414,0.10382,0.08106,0,0.19304,0.17234,0.17271,0.14325,0.31126,0.09287,0.10455,0.13115,0.09778,0.08487,0.10795,0.15131,0.17718,0.25461,0.1485,0.11273,0.10052,0.10402,0.10463,0.16936,0.09634,0.09634,0.10443,0.17293,0.17705,0.14112,0.13575,0.13146,0.11939,0.13497,0.10748,0.22501,0.28199,0.18678,0.11989,0.24699,0.21707,0.11396,0.27524,0.13632,0.10428,0.12351,0.12439,0.11204,0.11204,0.13327,0.10909,0.11968,0.11169,0.11203,0.12332,0.16471,0.10024,0.33224,0.15861,0.15935,0.14789,0.11624,0.20494,0.11547,0.11174,0.10042,0.13101,0.12691,0.11557,0.11961,0.12782,0.11961,0.10968,0.09333,0.09742,0.09679,0.10846,0.16138,0.10054,0.16465,0.12403,0.14846,0.14461,0.13568,0.18648,0.15714,0.19152,0.18522,0.1679,0.12329
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.17251,0.34604,0.15942,0.26995,0.18076,0.22015,0.24414,0.15248,0.24644,0.25581,0.23726,0.19126,0.17664,0.21126,0.1735,0.1557,0.1354,0.17619,0.19005,0.1894,0.24827,0.19012,0.22306,0.20284,0.17782,0.21282,0.21572,0.20281,0.26656,0.19123,0.232,0.23257,0.21438,0.2565,0.18784,0.19139,0.23995,0.20052,0.21283,0.19304,0,0.1905,0.1826,0.16059,0.35707,0.15163,0.16809,0.20915,0.17521,0.15157,0.16468,0.24438,0.23911,0.29302,0.22559,0.18334,0.17767,0.18598,0.17394,0.22291,0.14361,0.14361,0.16057,0.22922,0.22969,0.18587,0.18505,0.18013,0.17204,0.18917,0.17656,0.28357,0.31133,0.2373,0.17706,0.26261,0.32001,0.17107,0.31473,0.20389,0.17408,0.17679,0.17798,0.16457,0.16457,0.17744,0.1607,0.15197,0.17329,0.17384,0.18969,0.24067,0.18307,0.33286,0.21459,0.21534,0.22374,0.19615,0.26075,0.18639,0.18707,0.16467,0.19909,0.20335,0.19452,0.18524,0.19866,0.18952,0.17462,0.16106,0.16104,0.17861,0.18699,0.2217,0.17397,0.2183,0.19489,0.18917,0.18103,0.19339,0.23989,0.19858,0.24796,0.25668,0.22927,0.17615
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.15071,0.35346,0.1588,0.25724,0.18038,0.23013,0.21987,0.13495,0.24032,0.26551,0.23797,0.19896,0.17256,0.21543,0.17287,0.14259,0.12685,0.19328,0.18866,0.18434,0.21021,0.16783,0.19899,0.18908,0.17628,0.21999,0.22799,0.2061,0.28634,0.18567,0.22202,0.21778,0.19929,0.23104,0.17248,0.16784,0.20316,0.17647,0.20152,0.17234,0.1905,0,0.0445,0.02369,0.35923,0.1429,0.155,0.19799,0.15228,0.13457,0.15906,0.21901,0.22876,0.30101,0.20245,0.16441,0.15948,0.15915,0.15996,0.2066,0.13081,0.13081,0.13102,0.21078,0.21122,0.16501,0.16749,0.17147,0.15905,0.18413,0.15482,0.2614,0.26808,0.19861,0.15974,0.27954,0.30445,0.13552,0.28313,0.18984,0.14328,0.13885,0.14288,0.1429,0.1429,0.17269,0.1561,0.15921,0.16001,0.14713,0.18479,0.22727,0.16038,0.35978,0.19708,0.19794,0.18521,0.1697,0.23603,0.14778,0.16093,0.14317,0.20285,0.19839,0.18027,0.17995,0.18877,0.17995,0.16456,0.15151,0.1515,0.15994,0.15108,0.19748,0.15104,0.21961,0.19312,0.17606,0.17605,0.1799,0.22451,0.19301,0.22529,0.22492,0.19749,0.15512
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.15956,0.36079,0.15094,0.25828,0.17644,0.21808,0.21997,0.12692,0.24648,0.2607,0.23308,0.18986,0.1719,0.20618,0.16404,0.14298,0.12714,0.1856,0.17182,0.17211,0.20153,0.15569,0.18195,0.17275,0.17682,0.22074,0.21968,0.20654,0.28773,0.18671,0.21855,0.21418,0.19544,0.21763,0.16876,0.16392,0.19904,0.17244,0.20213,0.17271,0.1826,0.0445,0,0.02708,0.33744,0.13912,0.15116,0.19887,0.1527,0.13072,0.15526,0.22406,0.22506,0.30089,0.20249,0.16543,0.16019,0.15964,0.16079,0.20282,0.14315,0.14315,0.13957,0.22449,0.22491,0.16544,0.16769,0.17569,0.17194,0.19748,0.16758,0.27782,0.27427,0.21214,0.16837,0.28395,0.30256,0.13102,0.28336,0.18177,0.14337,0.13883,0.14283,0.14298,0.14298,0.17689,0.15185,0.15488,0.15948,0.15542,0.19373,0.22682,0.16898,0.37246,0.20974,0.21045,0.185,0.17831,0.24476,0.15168,0.16493,0.14354,0.21216,0.20747,0.18092,0.18036,0.18926,0.18036,0.16036,0.15187,0.15186,0.16028,0.15587,0.20273,0.15156,0.22013,0.19372,0.18436,0.18431,0.18877,0.23376,0.20199,0.22986,0.2337,0.20632,0.1549
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.13081,0.33358,0.1305,0.22979,0.15503,0.19866,0.18917,0.10738,0.21336,0.23298,0.20613,0.16865,0.15134,0.18457,0.1436,0.11501,0.09965,0.16374,0.1591,0.15506,0.1883,0.14325,0.1733,0.1597,0.14724,0.18928,0.19725,0.18482,0.25319,0.15652,0.19132,0.18712,0.16924,0.19946,0.14362,0.13909,0.18213,0.14731,0.18035,0.14325,0.16059,0.02369,0.02708,0,0.32793,0.11504,0.12673,0.17243,0.1278,0.10709,0.13072,0.19713,0.20682,0.27149,0.18108,0.13632,0.13133,0.13088,0.13176,0.18086,0.11507,0.11507,0.11549,0.19303,0.19333,0.15295,0.14681,0.15486,0.14274,0.16737,0.13862,0.24762,0.25943,0.18583,0.13912,0.25458,0.27807,0.12384,0.27033,0.1685,0.12323,0.11892,0.12283,0.12291,0.12291,0.15159,0.13559,0.13866,0.13919,0.13523,0.16351,0.20402,0.13956,0.33363,0.17478,0.17544,0.16381,0.14837,0.2265,0.13095,0.14354,0.1153,0.18096,0.17653,0.15127,0.15084,0.15927,0.15084,0.14,0.12326,0.12325,0.13131,0.12719,0.1765,0.12308,0.18883,0.16352,0.155,0.15496,0.15901,0.20188,0.17157,0.20736,0.21174,0.17623,0.13497
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2768,0.48097,0.28131,0.38079,0.31223,0.35187,0.33782,0.25832,0.37164,0.3664,0.34286,0.31488,0.29765,0.32789,0.28306,0.2627,0.25394,0.32252,0.2852,0.28097,0.34042,0.29422,0.30581,0.28955,0.29633,0.29704,0.33386,0.32847,0.4253,0.27864,0.33547,0.33109,0.29534,0.299,0.26343,0.26787,0.34151,0.29236,0.34694,0.31126,0.35707,0.35923,0.33744,0.32793,0,0.24789,0.2531,0.28481,0.26883,0.25641,0.29254,0.31412,0.34537,0.36541,0.27381,0.27835,0.26476,0.25706,0.26374,0.34471,0.26284,0.26284,0.25749,0.37313,0.36137,0.31533,0.30278,0.25212,0.26689,0.2819,0.25657,0.34185,0.37601,0.30576,0.29705,0.37848,0.41663,0.28412,0.35335,0.30801,0.2755,0.29214,0.27758,0.25725,0.25725,0.3108,0.25866,0.25981,0.2821,0.27076,0.31372,0.34797,0.29918,0.45235,0.36293,0.36283,0.33397,0.31383,0.3564,0.29457,0.29118,0.27403,0.33935,0.33853,0.27073,0.28658,0.29233,0.28658,0.27792,0.26825,0.27328,0.26831,0.27452,0.34468,0.27445,0.32386,0.30557,0.28988,0.30127,0.28975,0.33637,0.31494,0.35033,0.33753,0.30989,0.2809
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05519,0.26371,0.066,0.16397,0.08071,0.12697,0.13149,0.0411,0.13587,0.16021,0.13071,0.08863,0.07337,0.11123,0.06985,0.05163,0.03053,0.09965,0.09197,0.08436,0.13048,0.08467,0.10444,0.08452,0.08083,0.11897,0.13527,0.10439,0.19871,0.10043,0.12004,0.11624,0.10497,0.13637,0.08151,0.07752,0.12481,0.08513,0.12376,0.09287,0.15163,0.1429,0.13912,0.11504,0.24789,0,0.02364,0.07732,0.06722,0.03755,0.06609,0.13894,0.14305,0.22092,0.12399,0.08182,0.06633,0.07356,0.05896,0.13974,0.05533,0.05533,0.0626,0.13907,0.13932,0.10859,0.10002,0.09574,0.08076,0.09571,0.06964,0.17186,0.21831,0.13947,0.07338,0.19874,0.23035,0.07098,0.20858,0.10424,0.07002,0.07703,0.08464,0.06239,0.06239,0.09626,0.06261,0.08084,0.08135,0.07035,0.08823,0.11918,0.07001,0.28572,0.11634,0.11678,0.12005,0.08608,0.16069,0.08109,0.08516,0.0664,0.11623,0.11625,0.08847,0.09209,0.09591,0.09209,0.07814,0.06281,0.06663,0.07386,0.07765,0.12369,0.06632,0.14305,0.10344,0.0996,0.09238,0.08825,0.15158,0.11527,0.15212,0.14667,0.11481,0.08071
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07337,0.28859,0.08065,0.17647,0.09578,0.1389,0.15188,0.0589,0.16065,0.18529,0.15519,0.1154,0.09951,0.13466,0.09587,0.06974,0.04809,0.11909,0.11103,0.10327,0.15067,0.10363,0.12399,0.10353,0.0922,0.13104,0.15209,0.11623,0.21664,0.10442,0.13189,0.12801,0.11309,0.14871,0.09287,0.09633,0.14497,0.10413,0.12801,0.10455,0.16809,0.155,0.15116,0.12673,0.2531,0.02364,0,0.09232,0.08578,0.05875,0.08454,0.15098,0.15952,0.243,0.13563,0.10101,0.08494,0.09234,0.0812,0.15179,0.07355,0.07355,0.08108,0.15964,0.15992,0.1283,0.10351,0.10347,0.09197,0.10708,0.08071,0.1845,0.2269,0.14738,0.09205,0.22131,0.2395,0.08953,0.2309,0.13165,0.08864,0.09569,0.10369,0.08075,0.08075,0.11149,0.08101,0.09959,0.10011,0.09232,0.1073,0.13899,0.08518,0.30698,0.1285,0.12892,0.13218,0.10113,0.16834,0.09229,0.08922,0.07756,0.13229,0.13221,0.09977,0.09602,0.09984,0.09602,0.08961,0.07389,0.07782,0.08512,0.08875,0.13552,0.07735,0.15104,0.11506,0.10722,0.09994,0.09572,0.15569,0.11918,0.16031,0.15473,0.1226,0.08814
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.11913,0.3354,0.12744,0.22313,0.14384,0.1944,0.20921,0.10453,0.1778,0.23352,0.20221,0.15605,0.14776,0.1855,0.14418,0.10342,0.08466,0.16835,0.14722,0.14276,0.1883,0.13503,0.16467,0.14285,0.14372,0.1766,0.19051,0.15444,0.25875,0.15756,0.18266,0.17846,0.15776,0.18673,0.12828,0.13178,0.1651,0.12718,0.16846,0.13115,0.20915,0.19799,0.19887,0.17243,0.28481,0.07732,0.09232,0,0.10003,0.08822,0.11126,0.1633,0.20734,0.27874,0.17681,0.13601,0.12346,0.1231,0.12765,0.18078,0.09586,0.09586,0.11539,0.18559,0.18153,0.15651,0.13922,0.13859,0.12269,0.1344,0.11092,0.20184,0.24771,0.177,0.11541,0.22454,0.25208,0.12504,0.2464,0.15599,0.12358,0.12711,0.13543,0.10381,0.10381,0.14848,0.11553,0.135,0.128,0.12759,0.15156,0.16761,0.12357,0.33433,0.18397,0.18487,0.16465,0.14526,0.23746,0.12752,0.14012,0.12399,0.16795,0.16788,0.1269,0.12325,0.13502,0.13108,0.11215,0.10415,0.10831,0.10759,0.1194,0.16389,0.10762,0.17175,0.14325,0.15126,0.14744,0.14296,0.18072,0.15576,0.21299,0.19695,0.17153,0.13476
