n0_AG,n55_AG,n145_AG,n76_AG,n26_AG,n159_AG,n88_AA,n20_AG,n124_AC,n7_AG,n184_AG,n141_AG,n2_AG,n134_AG,n127_AG,n25_AG,n143_AG,n79_AG,n108_AG,n61_AG,n155_AA,n13_AG,n32_AG,n67_AG,n197_AG,n70_AG,n57_AG,n146_AG,n166_AG,n60_AG,n194_AG,n39_AG,n156_AG,n154_AG,n49_AG,n56_AG,n100_AG,n162_AG,n149_AG,n9_AG,n136_AG,n106_AG,n22_AG,n123_AG,n10_AG,n72_AG,n33_AG,n19_AG,n137_AG,n173_AG,n64_AG,n180_AG,n153_AG,n40_AG,n119_AG,n117_AG,n105_AG,n3_AG,n92_AG,n121_AG,n128_AG,n81_AG,n198_AG,n98_AG,n1_AG,n27_AG,n111_AG,n48_AG,n118_AG,n187_AG,n122_AG,n65_AG,n179_AG,n94_AG,n96_AG,n63_AG,n148_AG,n114_AG,n50_AG,n45_AG,n18_AC,n182_AG,n195_AG,n140_AG,n82_AG,n142_AG,n168_AG,n152_AG,n176_AG,n160_AG,n85_AG,n101_AG,n53_AG,n193_AG,n116_AG,n181_AG,n91_AG,n107_AG,n11_AG,n51_AG,n130_AG,n89_AG,n84_AG,n80_AG,n175_AG,n129_AG,n6_AG,n196_AG,n99_AG,n21_AG,n74_AG,n28_AG,n113_AG,n34_AG,n17_AG,n36_AG,n93_AG,n104_AG,n62_AG,n47_AG,n158_AG,n147_AG,n185_AG,n71_AG,n35_AG,n43_AG,n186_AG,n157_AG,n4_AG,n138_AG,n164_AG,n59_AG,n199_AG,n75_AG,n167_AG,n83_AG,n12_AG,n66_AG,n183_AG,n151_AG,n41_AG,n133_AG,n165_AG,n132_AG,n5_AG,n177_AG,n23_AG,n161_AG,n144_AG,n69_AG,n90_AG,n189_AG,n54_AG,n15_AG,n169_AG,n14_AG,n103_AG,n24_AG,n58_AG,n52_AG,n78_AG,n131_AG,n171_AG,n150_AG,n109_AG,n31_AG,n16_AG,n77_AG,n163_AG,n97_AG,n170_AG,n188_AG,n37_AG,n38_AG,n135_AG,n192_AG,n125_AG,n46_AG,n29_AG,n200_AG,n112_AG,n115_AG,n172_AG,n87_AG,n86_AG,n190_AG,n42_AG,n44_AG,n110_AG,n174_AG,n73_AG,n139_AG,n126_AG,n120_AG,n8_AG,n102_AG,n30_AG,n95_AG,n191_AG,n178_AG,n68_AG
0.25584,0.2878,0.27329,0.2924,0.31369,0.2833,0.42396,0.33924,0.56014,0.27359,0.32595,0.29326,0.34245,0.42233,0.34866,0.32338,0.33489,0.40091,0.38732,0.40444,0.35965,0.52501,0.30395,0.30936,0.28723,0.29218,0.30736,0.41909,0.40775,0.41918,0.30752,0.33933,0.32879,0.29718,0.25879,0.25878,0.30937,0.26851,0.28809,0.30749,0.26347,0.27364,0.2736,0.28281,0.30949,0.29913,0.35449,0.38996,0.28777,0.27794,0.2991,0.303,0.28897,0.36236,0.26443,0.2695,0.27399,0.27349,0.31479,0.288,0.30311,0.28975,0.26479,0.27911,0.28353,0.33081,0.33066,0.28765,0.25861,0.24049,0,0.25264,0.25497,0.28878,0.27353,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.36118,0.39271,0.27355,0.38885,0.3226,0.28791,0.27334,0.28734,0.26796,0.26324,0.28326,0.29828,0.26323,0.27278,0.28726,0.3139,0.36645,0.29224,0.50839,0.30719,0.29682,0.3076,0.27258,0.31818,0.27299,0.26326,0.30719,0.26787,0.26779,0.24031,0.24963,0.24038,0.25885,0.27341,0.26856,0.25918,0.25957,0.27497,0.28376,0.25448,0.29387,0.28851,0.31372,0.30898,0.30688,0.28707,0.2876,0.32037,0.32804,0.3076,0.2783
0.20529,0.22663,0.20021,0.22253,0.25053,0.21376,0.41251,0.28459,0.56178,0.20473,0.24191,0.2101,0.25457,0.33922,0.29826,0.26828,0.28324,0.33787,0.33435,0.33874,0.29751,0.47551,0.23203,0.23202,0.24483,0.24516,0.2715,0.38554,0.37459,0.3797,0.26442,0.284,0.26058,0.23603,0.1749,0.17489,0.2067,0.18882,0.21483,0.21966,0.19224,0.19861,0.19759,0.22865,0.22017,0.22535,0.2852,0.32196,0.18781,0.18828,0.21771,0.20165,0.20034,0.31201,0.18949,0.19766,0.21874,0.21391,0.29613,0.24789,0.26088,0.21949,0.20147,0.1962,0.20987,0.26373,0.27321,0.21806,0.17864,0.1668,0.25264,0,0.0554,0.20513,0.16698,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.29878,0.28088,0.20042,0.36929,0.25967,0.23121,0.21862,0.22699,0.21352,0.20913,0.21433,0.20906,0.2132,0.22641,0.22638,0.21923,0.26982,0.21359,0.46352,0.23119,0.2312,0.25039,0.2373,0.23656,0.223,0.21864,0.2644,0.23179,0.22738,0.19701,0.19726,0.19734,0.20577,0.21828,0.21384,0.20517,0.19659,0.20967,0.23387,0.184,0.2662,0.23595,0.23303,0.23831,0.24025,0.25877,0.23148,0.27661,0.28302,0.26905,0.23822
0.22121,0.23717,0.21029,0.23208,0.26224,0.22442,0.4117,0.29746,0.57755,0.21506,0.24825,0.2211,0.26793,0.34592,0.28972,0.27014,0.29043,0.32872,0.3301,0.34026,0.28907,0.45341,0.24251,0.24249,0.2468,0.24741,0.26973,0.40475,0.39387,0.39834,0.26679,0.29005,0.26564,0.25151,0.17084,0.17083,0.20662,0.19448,0.21729,0.22655,0.21193,0.1986,0.20769,0.23495,0.23089,0.23633,0.29016,0.32376,0.1979,0.1937,0.2183,0.20614,0.20092,0.30214,0.20053,0.20868,0.22019,0.21515,0.29908,0.26038,0.26967,0.23528,0.20783,0.20643,0.22072,0.25042,0.25971,0.20453,0.18289,0.1627,0.25497,0.0554,0,0.20682,0.18525,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.30498,0.28144,0.19738,0.35843,0.24517,0.23132,0.20472,0.21321,0.20006,0.19578,0.23047,0.20485,0.20912,0.22222,0.2222,0.21008,0.26932,0.21383,0.47699,0.22697,0.22694,0.24677,0.23316,0.24666,0.22017,0.21594,0.2515,0.2277,0.22332,0.19429,0.19478,0.19493,0.20324,0.22396,0.21947,0.21076,0.20213,0.21526,0.2403,0.18944,0.27793,0.24171,0.22961,0.235,0.23693,0.25033,0.22827,0.27734,0.27809,0.27408,0.24838
0.19256,0.19238,0.19219,0.20487,0.22375,0.20539,0.3819,0.25951,0.4996,0.1838,0.23809,0.19288,0.22525,0.35885,0.25561,0.23667,0.24623,0.27404,0.29977,0.30467,0.2503,0.45125,0.19204,0.20555,0.22317,0.22341,0.25695,0.41337,0.40105,0.39536,0.22803,0.26732,0.24847,0.21844,0.14231,0.14642,0.1888,0.15489,0.1894,0.18878,0.16334,0.16791,0.1594,0.18608,0.17967,0.19757,0.2375,0.28067,0.17157,0.16306,0.19254,0.18864,0.1715,0.23898,0.16014,0.16017,0.18525,0.18524,0.2713,0.22607,0.21505,0.18623,0.16419,0.17336,0.17217,0.24724,0.25183,0.18447,0.16662,0.14254,0.28878,0.20513,0.20682,0,0.18087,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.24638,0.29853,0.19315,0.32752,0.23889,0.20518,0.18376,0.19725,0.18393,0.17977,0.17518,0.21521,0.17531,0.18333,0.18771,0.21064,0.2411,0.19297,0.41657,0.20119,0.19701,0.23846,0.22593,0.22934,0.20685,0.20218,0.23006,0.24454,0.24006,0.17698,0.17205,0.1761,0.18025,0.18404,0.17985,0.17613,0.17248,0.18112,0.20245,0.16346,0.22496,0.19621,0.21084,0.21112,0.19656,0.23494,0.20741,0.27295,0.23543,0.24113,0.20127
0.14256,0.14164,0.13398,0.14648,0.17086,0.13813,0.34692,0.20948,0.4463,0.12615,0.17904,0.13005,0.17622,0.29894,0.2182,0.17907,0.1873,0.23994,0.24131,0.2504,0.21337,0.41408,0.1539,0.16209,0.14577,0.14597,0.17121,0.30177,0.29151,0.29159,0.17074,0.17879,0.16228,0.14993,0.08533,0.08533,0.1322,0.10509,0.13275,0.13138,0.11608,0.11309,0.1123,0.14989,0.14716,0.1476,0.205,0.2316,0.11272,0.11333,0.14637,0.11896,0.11899,0.21926,0.12101,0.12093,0.13961,0.13516,0.24381,0.16114,0.18147,0.13502,0.11525,0.1317,0.12307,0.22858,0.23751,0.14327,0.11189,0.08942,0.27353,0.16698,0.18525,0.18087,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.22847,0.24582,0.13493,0.28002,0.16696,0.14985,0.13088,0.14618,0.11821,0.11438,0.14422,0.13846,0.13006,0.13771,0.14171,0.15627,0.21128,0.14361,0.369,0.15511,0.14666,0.14217,0.13846,0.13385,0.12627,0.12231,0.16702,0.13815,0.13424,0.11609,0.10772,0.12383,0.11529,0.13942,0.13544,0.12765,0.12878,0.12765,0.15879,0.10868,0.16044,0.1514,0.16843,0.16512,0.16719,0.19208,0.17182,0.2101,0.21405,0.19764,0.15573
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.23934,0.05524,0.15173,0.07703,0.12731,0.12357,0.03774,0.15226,0.15483,0.13496,0.08487,0.06975,0.10363,0.06625,0.06611,0.05168,0.11908,0.10707,0.09946,0.14248,0.09967,0.13547,0.09976,0.0958,0.12673,0.16353,0.11904,0.2026,0.116,0.12415,0.12033,0.12446,0.16993,0.08907,0.08874,0.12929,0.09286,0.13137,0.10797,0.17251,0.15071,0.15956,0.13081,0.2768,0.05519,0.07337,0.11913,0.08923,0.06243,0.08836,0.16347,0.13895,0.2525,0.1278,0.09722,0.07734,0.08468,0.07751,0.15603,0.06966,0.06966,0.0698,0.15537,0.15558,0.12436,0.11159,0.09943,0.08441,0.09952,0.07326,0.18424,0.22423,0.15257,0.08449,0.19453,0.24386,0.08543,0.22751,0.11945,0.08475,0.09184,0.09591,0.07703,0.07703,0.10761,0.09244,0.08827,0.0808,0.0845,0.0957,0.14327,0.08474,0.29019,0.12404,0.12451,0.13997,0.09327,0.16381,0.09583,0.0926,0.081,0.12733,0.12721,0.09267,0.09615,0.10005,0.09615,0.08919,0.07735,0.08121,0.08863,0.09323,0.13971,0.08488,0.15556,0.12291,0.12296,0.11913,0.11496,0.17652,0.13897,0.16426,0.16355,0.12664,0.09949
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.23934,0,0.26259,0.29787,0.29843,0.32809,0.31391,0.23587,0.3204,0.3333,0.29261,0.29367,0.27713,0.31914,0.26259,0.26781,0.24931,0.31393,0.30122,0.29232,0.37253,0.29849,0.33607,0.31378,0.30369,0.3072,0.35565,0.32737,0.37644,0.30945,0.32302,0.312,0.33281,0.3501,0.30101,0.30533,0.31573,0.28557,0.32896,0.31136,0.34604,0.35346,0.36079,0.33358,0.48097,0.26371,0.28859,0.3354,0.29563,0.27744,0.30447,0.36765,0.35087,0.39094,0.33655,0.32353,0.28369,0.288,0.28431,0.3301,0.28381,0.28381,0.2837,0.34055,0.32971,0.32653,0.31977,0.27591,0.27151,0.29092,0.27627,0.36012,0.40114,0.35196,0.29329,0.36762,0.43033,0.28468,0.42673,0.28317,0.26787,0.28652,0.29245,0.29269,0.29269,0.33958,0.2782,0.29608,0.28187,0.28645,0.27939,0.31359,0.28411,0.46028,0.33664,0.33044,0.33003,0.29957,0.37383,0.32368,0.31067,0.27428,0.33486,0.33995,0.30888,0.30715,0.31812,0.30715,0.28043,0.26931,0.26415,0.2791,0.29137,0.33685,0.27866,0.33326,0.30187,0.30843,0.30757,0.29857,0.38022,0.3539,0.36847,0.37346,0.3214,0.3126
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05524,0.26259,0,0.15202,0.0807,0.11891,0.13527,0.04127,0.15608,0.16294,0.14275,0.08096,0.06616,0.09565,0.06264,0.06596,0.05521,0.10731,0.08806,0.09942,0.15476,0.09185,0.12324,0.10337,0.08814,0.11883,0.15099,0.11485,0.21166,0.11165,0.12769,0.12384,0.11975,0.16114,0.09263,0.08856,0.12871,0.10377,0.13069,0.1076,0.15942,0.1588,0.15094,0.1305,0.28131,0.066,0.08065,0.12744,0.0928,0.06235,0.08074,0.1515,0.13476,0.23787,0.13958,0.09691,0.07733,0.08467,0.08096,0.1598,0.07328,0.07328,0.07336,0.14667,0.14686,0.13208,0.11516,0.09946,0.09569,0.10344,0.08436,0.1929,0.21898,0.15605,0.09188,0.21127,0.21356,0.07388,0.22586,0.10355,0.07342,0.08433,0.09227,0.06972,0.06972,0.1,0.08093,0.07703,0.07336,0.07723,0.09945,0.14365,0.08451,0.28439,0.12445,0.12503,0.14368,0.09238,0.16781,0.09969,0.09977,0.08464,0.13894,0.13889,0.09953,0.09945,0.10718,0.09945,0.08486,0.07336,0.07712,0.09225,0.09264,0.12691,0.08843,0.15114,0.12275,0.1189,0.11124,0.11103,0.16336,0.13077,0.16838,0.17558,0.14262,0.10321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.15173,0.29787,0.15202,0,0.1808,0.20736,0.22167,0.12745,0.24137,0.25843,0.22951,0.19971,0.18161,0.2167,0.17331,0.17691,0.16044,0.20685,0.19366,0.20194,0.24774,0.2074,0.22552,0.19355,0.19846,0.22036,0.22528,0.21328,0.29369,0.18191,0.20858,0.20428,0.21359,0.2683,0.17341,0.1862,0.21845,0.19935,0.23973,0.22335,0.26995,0.25724,0.25828,0.22979,0.38079,0.16397,0.17647,0.22313,0.19665,0.17282,0.20035,0.24084,0.22746,0.30851,0.2399,0.21036,0.16908,0.17729,0.17777,0.26469,0.17666,0.17666,0.16846,0.24405,0.25844,0.23682,0.20883,0.21173,0.20734,0.21999,0.19372,0.26728,0.32498,0.27016,0.19863,0.29258,0.34077,0.18642,0.29518,0.20902,0.1818,0.20232,0.20431,0.18608,0.18608,0.21338,0.20429,0.20292,0.17651,0.19387,0.18563,0.24946,0.18684,0.38727,0.20762,0.21697,0.22737,0.19483,0.25298,0.20748,0.20488,0.18222,0.23123,0.23106,0.20784,0.20701,0.22105,0.21159,0.18695,0.1729,0.16846,0.19052,0.17819,0.22097,0.17284,0.22532,0.22029,0.21671,0.20706,0.21165,0.26355,0.23105,0.25406,0.27199,0.22951,0.1982
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07703,0.29843,0.0807,0.1808,0,0.13145,0.14713,0.05166,0.14303,0.20145,0.17164,0.11557,0.09594,0.12681,0.09608,0.0807,0.066,0.11921,0.11085,0.11481,0.1673,0.10725,0.14338,0.11892,0.11493,0.1549,0.17563,0.14293,0.23406,0.13549,0.13979,0.13591,0.13281,0.18656,0.11196,0.10401,0.16106,0.11941,0.15135,0.12332,0.18076,0.18038,0.17644,0.15503,0.31223,0.08071,0.09578,0.14384,0.10825,0.08435,0.10742,0.17143,0.1598,0.25185,0.16033,0.11605,0.09978,0.10735,0.08823,0.17672,0.08813,0.08813,0.09587,0.17164,0.17197,0.1485,0.12726,0.11899,0.10723,0.11478,0.09572,0.21097,0.24698,0.17714,0.10713,0.2359,0.24057,0.10457,0.23515,0.13527,0.1036,0.11488,0.12699,0.10338,0.10338,0.13531,0.11148,0.11092,0.09574,0.11156,0.10721,0.15578,0.09194,0.31021,0.13533,0.13548,0.1478,0.1076,0.17208,0.09195,0.09604,0.08831,0.14298,0.14284,0.11496,0.11889,0.1228,0.11889,0.09328,0.08122,0.08518,0.09255,0.10007,0.1514,0.09231,0.17167,0.11876,0.13872,0.13487,0.13052,0.18878,0.14282,0.17212,0.19712,0.15078,0.11477
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12731,0.32809,0.11891,0.20736,0.13145,0,0.17316,0.10004,0.20841,0.23336,0.19263,0.14774,0.13486,0.16334,0.13115,0.13544,0.11547,0.18163,0.16763,0.16822,0.20629,0.16444,0.19034,0.15984,0.14306,0.17653,0.20666,0.18062,0.23044,0.15587,0.16887,0.16496,0.17827,0.224,0.14869,0.14364,0.20411,0.17318,0.19398,0.16937,0.22015,0.23013,0.21808,0.19866,0.35187,0.12697,0.1389,0.1944,0.14971,0.12681,0.14716,0.20715,0.17628,0.2931,0.18577,0.15691,0.14795,0.15596,0.14818,0.22163,0.14321,0.14321,0.13944,0.2067,0.21161,0.20553,0.16859,0.16355,0.15133,0.17173,0.14688,0.24259,0.26896,0.22637,0.15978,0.27361,0.28328,0.14794,0.30514,0.17248,0.13111,0.15139,0.15969,0.14299,0.14299,0.1814,0.14766,0.1549,0.14702,0.15532,0.14318,0.20778,0.14341,0.36028,0.19493,0.20416,0.2181,0.15562,0.2342,0.16775,0.17267,0.14366,0.20759,0.20293,0.15969,0.16791,0.1767,0.16791,0.13614,0.12328,0.12746,0.14396,0.13597,0.17216,0.14379,0.20821,0.17201,0.17196,0.17609,0.15927,0.21641,0.18496,0.2217,0.2339,0.19769,0.16764
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12357,0.31391,0.13527,0.22167,0.14713,0.17316,0,0.10011,0.19587,0.23578,0.1982,0.16592,0.1358,0.16437,0.14456,0.14332,0.12758,0.19923,0.18534,0.17207,0.22912,0.17771,0.21382,0.18594,0.17318,0.20305,0.23539,0.21251,0.28811,0.18669,0.20507,0.1962,0.18714,0.24446,0.16567,0.16067,0.19771,0.15703,0.20728,0.17348,0.24414,0.21987,0.21997,0.18917,0.33782,0.13149,0.15188,0.20921,0.1673,0.14315,0.15979,0.23383,0.21161,0.27195,0.19866,0.15664,0.14834,0.15633,0.14412,0.21211,0.14359,0.14359,0.1357,0.22646,0.23177,0.19131,0.19553,0.18969,0.16828,0.18895,0.15969,0.26702,0.30605,0.24048,0.16402,0.2782,0.304,0.15751,0.26528,0.19111,0.16066,0.15956,0.16837,0.14749,0.14749,0.17866,0.16107,0.15995,0.16047,0.16916,0.16433,0.23716,0.15618,0.37964,0.19656,0.19727,0.22289,0.17329,0.22142,0.17265,0.16459,0.1445,0.22175,0.22154,0.16822,0.17656,0.1855,0.17656,0.16237,0.14847,0.15297,0.16103,0.15706,0.20348,0.15633,0.22512,0.19431,0.16825,0.17234,0.15959,0.2308,0.19855,0.20252,0.20229,0.18069,0.14297
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03774,0.23587,0.04127,0.12745,0.05166,0.10004,0.10011,0,0.11985,0.15515,0.12709,0.06664,0.05181,0.08082,0.04844,0.04814,0.03427,0.0999,0.0807,0.08071,0.12658,0.07349,0.10795,0.08085,0.07733,0.1153,0.1309,0.10757,0.19867,0.09692,0.10492,0.10118,0.10552,0.14091,0.07464,0.07057,0.10856,0.07003,0.11959,0.08953,0.15248,0.13495,0.12692,0.10738,0.25832,0.0411,0.0589,0.10453,0.07121,0.04812,0.07369,0.14329,0.12728,0.23498,0.12005,0.07824,0.06284,0.07002,0.05916,0.12769,0.04812,0.04812,0.05915,0.13904,0.1393,0.10106,0.09633,0.08825,0.081,0.09577,0.06984,0.17188,0.20094,0.14416,0.06987,0.19583,0.21619,0.05984,0.19955,0.09254,0.05907,0.06971,0.08108,0.05889,0.05889,0.09691,0.06647,0.06971,0.05908,0.06649,0.08083,0.1285,0.06663,0.29011,0.11298,0.1135,0.11224,0.08226,0.14323,0.07764,0.08181,0.06305,0.11586,0.11583,0.08488,0.08855,0.09631,0.08855,0.06335,0.05947,0.06333,0.07051,0.06705,0.11598,0.05915,0.13932,0.10382,0.10409,0.1005,0.0921,0.15199,0.11554,0.14473,0.15949,0.1228,0.08081
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.15226,0.3204,0.15608,0.24137,0.14303,0.20841,0.19587,0.11985,0,0.25817,0.23999,0.18817,0.16097,0.19501,0.16603,0.14393,0.13173,0.19578,0.18612,0.18182,0.22063,0.16517,0.20114,0.19149,0.16986,0.21351,0.217,0.21203,0.26735,0.20079,0.18365,0.17946,0.18489,0.21998,0.16249,0.16176,0.20749,0.17417,0.23621,0.18667,0.24644,0.24032,0.24648,0.21336,0.37164,0.13587,0.16065,0.1778,0.18,0.15182,0.1774,0.23894,0.24529,0.31449,0.21365,0.18841,0.16961,0.17783,0.14802,0.22153,0.15222,0.15222,0.15652,0.23053,0.2312,0.18831,0.19948,0.2087,0.18152,0.19815,0.177,0.25299,0.3007,0.23208,0.17326,0.29608,0.29371,0.16716,0.25589,0.19628,0.1654,0.15577,0.18715,0.16079,0.16079,0.19173,0.16963,0.18541,0.17345,0.17816,0.18222,0.22249,0.16957,0.37076,0.21883,0.21932,0.21522,0.18375,0.24651,0.18212,0.18194,0.17041,0.22253,0.22239,0.19079,0.19144,0.20446,0.19503,0.17076,0.16191,0.16661,0.17478,0.17057,0.20451,0.15726,0.2506,0.19918,0.20375,0.1992,0.19148,0.23728,0.20434,0.23224,0.25936,0.23023,0.18581
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.15483,0.3333,0.16294,0.25843,0.20145,0.23336,0.23578,0.15515,0.25817,0,0.09255,0.14294,0.13862,0.17554,0.13461,0.1895,0.16381,0.21563,0.19265,0.19364,0.25583,0.20709,0.23471,0.19384,0.19849,0.23445,0.24189,0.23743,0.30624,0.23123,0.23571,0.2403,0.22587,0.28082,0.21667,0.2113,0.22329,0.19938,0.26701,0.23107,0.25581,0.26551,0.2607,0.23298,0.3664,0.16021,0.18529,0.23352,0.20807,0.17216,0.20272,0.28199,0.26238,0.33866,0.24174,0.21995,0.18635,0.19478,0.18643,0.24801,0.1849,0.1849,0.18528,0.2668,0.27141,0.25386,0.22136,0.198,0.18952,0.1976,0.18037,0.28591,0.34231,0.27116,0.19846,0.31382,0.36999,0.18458,0.31885,0.1981,0.1807,0.19808,0.18504,0.18171,0.18171,0.20856,0.19076,0.1927,0.19312,0.20189,0.20583,0.24292,0.19783,0.37575,0.2306,0.23073,0.25438,0.20175,0.26206,0.22375,0.21993,0.19787,0.24823,0.24337,0.20247,0.21076,0.21135,0.21076,0.17682,0.168,0.17219,0.18949,0.19426,0.21096,0.18498,0.2288,0.2336,0.21583,0.2198,0.2155,0.28234,0.23348,0.25664,0.28122,0.20184,0.21212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.13496,0.29261,0.14275,0.22951,0.17164,0.19263,0.1982,0.12709,0.23999,0.09255,0,0.12681,0.11099,0.14268,0.10726,0.15906,0.1347,0.19297,0.17956,0.17169,0.22843,0.17589,0.19765,0.16712,0.16753,0.19697,0.20984,0.20643,0.28545,0.19467,0.20219,0.19792,0.20388,0.2556,0.19473,0.18988,0.20511,0.17787,0.21621,0.18294,0.23726,0.23797,0.23308,0.20613,0.34286,0.13071,0.15519,0.20221,0.17359,0.14312,0.16377,0.23437,0.22861,0.33311,0.2083,0.19478,0.16775,0.16777,0.16349,0.22964,0.15522,0.15522,0.16348,0.24801,0.25255,0.22249,0.20307,0.16317,0.16329,0.1713,0.15073,0.25249,0.30762,0.23395,0.17199,0.26154,0.31387,0.16847,0.29725,0.18055,0.1507,0.167,0.1672,0.1588,0.1588,0.1773,0.16758,0.15877,0.1636,0.1722,0.17131,0.19843,0.15522,0.36068,0.19433,0.20336,0.21648,0.16901,0.25856,0.19353,0.18988,0.1686,0.21306,0.20889,0.18481,0.18893,0.18949,0.18893,0.15571,0.14701,0.15124,0.16376,0.17654,0.19723,0.16351,0.20637,0.21097,0.20579,0.19687,0.19729,0.25846,0.22004,0.22825,0.27026,0.20135,0.19271
